Source:,C:\Users\Carlo Carino\Documents\IOTNINJA\ninja-box-1-design\hat\hat.sch,,,,,
H3,MountingHole_Pad,mounting:pi_mounting_2.5_6,~,,https://shopee.ph/30pcs-Pin-Header-Single-Row-Male-Pin-Connector-2.54mm-40-Pin-i.92393770.1655169182?sp_atk=e3bc873d-687c-4cda-b568-2971022d850c,
H4,MountingHole_Pad,mounting:pi_mounting_2.5_6,~,,https://shopee.ph/30pcs-Pin-Header-Single-Row-Male-Pin-Connector-2.54mm-40-Pin-i.92393770.1655169182?sp_atk=e3bc873d-687c-4cda-b568-2971022d850c,
I2C_PORT1,Conn_01x04_Male,Connector_PinHeader_2.54mm:PinHeader_1x04_P2.54mm_Vertical,~,,https://shopee.ph/30pcs-Pin-Header-Single-Row-Male-Pin-Connector-2.54mm-40-Pin-i.92393770.1655169182?sp_atk=e3bc873d-687c-4cda-b568-2971022d850c,
J1,GPIO,Connector_PinHeader_2.54mm:PinHeader_2x20_P2.54mm_Vertical,~,,https://shopee.ph/KayFireLee-10PCS-2-x-40-2.54mm-Gold-plated-Double-Row-Female-Pin-Header-40P-nice-shopping-i.186628649.14535707645?sp_atk=b3e7c63f-1112-41fe-9089-4b9c714c4109,
J2,Conn_01x01_Male,Connector_PinHeader_2.54mm:PinHeader_1x01_P2.54mm_Vertical,~,,https://shopee.ph/30pcs-Pin-Header-Single-Row-Male-Pin-Connector-2.54mm-40-Pin-i.92393770.1655169182?sp_atk=e3bc873d-687c-4cda-b568-2971022d850c,
J3,Conn_01x02_Male,Connector_PinHeader_2.54mm:PinHeader_1x02_P2.54mm_Vertical,~,,https://shopee.ph/30pcs-Pin-Header-Single-Row-Male-Pin-Connector-2.54mm-40-Pin-i.92393770.1655169182?sp_atk=e3bc873d-687c-4cda-b568-2971022d850c,
J4,Conn_02x03_Odd_Even,Connector_PinHeader_2.54mm:PinHeader_2x03_P2.54mm_Vertical,~,,https://shopee.ph/30pcs-Pin-Header-Single-Row-Male-Pin-Connector-2.54mm-40-Pin-i.92393770.1655169182?sp_atk=e3bc873d-687c-4cda-b568-2971022d850c,
J5,Conn_01x05_Male,Connector_PinHeader_2.54mm:PinHeader_1x05_P2.54mm_Vertical,~,,https://shopee.ph/30pcs-Pin-Header-Single-Row-Male-Pin-Connector-2.54mm-40-Pin-i.92393770.1655169182?sp_atk=e3bc873d-687c-4cda-b568-2971022d850c,
J6,Conn_01x05_Male,Connector_PinHeader_2.54mm:PinHeader_1x05_P2.54mm_Vertical,~,,https://shopee.ph/30pcs-Pin-Header-Single-Row-Male-Pin-Connector-2.54mm-40-Pin-i.92393770.1655169182?sp_atk=e3bc873d-687c-4cda-b568-2971022d850c,
JP1,SolderJumper_3_Bridged123,Jumper:SolderJumper-3_P1.3mm_Bridged12_Pad1.0x1.5mm,~,,,
JP2,SolderJumper_3_Bridged123,Jumper:SolderJumper-3_P1.3mm_Bridged12_Pad1.0x1.5mm,~,,,
JP3,SolderJumper_2_Open,Jumper:SolderJumper-2_P1.3mm_Open_Pad1.0x1.5mm,~,,,
JP4,SolderJumper_2_Open,Jumper:SolderJumper-2_P1.3mm_Open_Pad1.0x1.5mm,~,,,
JP5,SolderJumper_2_Open,Jumper:SolderJumper-2_P1.3mm_Open_Pad1.0x1.5mm,~,,,
JP6,SolderJumper_2_Open,Jumper:SolderJumper-2_P1.3mm_Open_Pad1.0x1.5mm,~,,,
JP7,SolderJumper_2_Open,Jumper:SolderJumper-2_P1.3mm_Open_Pad1.0x1.5mm,~,,,
JP8,SolderJumper_2_Open,Jumper:SolderJumper-2_P1.3mm_Open_Pad1.0x1.5mm,~,,,
JP9,SolderJumper_2_Bridged,Jumper:SolderJumper-2_P1.3mm_Bridged2Bar_Pad1.0x1.5mm,~,,,
JP10,SolderJumper_2_Bridged,Jumper:SolderJumper-2_P1.3mm_Bridged2Bar_Pad1.0x1.5mm,~,,,
JP11,SolderJumper_2_Bridged,Jumper:SolderJumper-2_P1.3mm_Bridged2Bar_Pad1.0x1.5mm,~,,,
JP12,SolderJumper_2_Bridged,Jumper:SolderJumper-2_P1.3mm_Bridged2Bar_Pad1.0x1.5mm,~,,,
JP13,SolderJumper_2_Open,Jumper:SolderJumper-2_P1.3mm_Open_Pad1.0x1.5mm,~,,,
R1,10k,smd_0805,~,,https://shopee.ph/100Pcs-0805-SMD-1-4W-0R-~-10M-chip-resistor-0-10R-100R-220R-330R-470R-1K-4.7K-10K-47K-100K-0-10-100-330-470-ohm-i.331412195.9056389909?sp_atk=7774e88a-7348-49b1-8a99-f983a818afbc,
R2,10k,smd_0805,~,,https://shopee.ph/100Pcs-0805-SMD-1-4W-0R-~-10M-chip-resistor-0-10R-100R-220R-330R-470R-1K-4.7K-10K-47K-100K-0-10-100-330-470-ohm-i.331412195.9056389909?sp_atk=7774e88a-7348-49b1-8a99-f983a818afbc,
R3,4.7k,smd_0805,~,,https://shopee.ph/100Pcs-0805-SMD-1-4W-0R-~-10M-chip-resistor-0-10R-100R-220R-330R-470R-1K-4.7K-10K-47K-100K-0-10-100-330-470-ohm-i.331412195.9056389909?sp_atk=7774e88a-7348-49b1-8a99-f983a818afbc,
R4,4.7k,smd_0805,~,,https://shopee.ph/100Pcs-0805-SMD-1-4W-0R-~-10M-chip-resistor-0-10R-100R-220R-330R-470R-1K-4.7K-10K-47K-100K-0-10-100-330-470-ohm-i.331412195.9056389909?sp_atk=7774e88a-7348-49b1-8a99-f983a818afbc,
SCL_PU1,Conn_01x03_Male,Connector_PinHeader_2.54mm:PinHeader_1x03_P2.54mm_Vertical,~,,https://shopee.ph/30pcs-Pin-Header-Single-Row-Male-Pin-Connector-2.54mm-40-Pin-i.92393770.1655169182?sp_atk=e3bc873d-687c-4cda-b568-2971022d850c,
SDA_PU1,Conn_01x03_Male,Connector_PinHeader_2.54mm:PinHeader_1x03_P2.54mm_Vertical,~,,https://shopee.ph/30pcs-Pin-Header-Single-Row-Male-Pin-Connector-2.54mm-40-Pin-i.92393770.1655169182?sp_atk=e3bc873d-687c-4cda-b568-2971022d850c,
SPI_PORT1,Conn_01x06_Male,Connector_PinHeader_2.54mm:PinHeader_1x06_P2.54mm_Vertical,~,,https://shopee.ph/30pcs-Pin-Header-Single-Row-Male-Pin-Connector-2.54mm-40-Pin-i.92393770.1655169182?sp_atk=e3bc873d-687c-4cda-b568-2971022d850c,
SW1,SW_Push,Button_Switch_SMD:SW_Push_1P1T_NO_6x6mm_H9.5mm,~,,,
U1,RFM95,HopeRF:RFM95-Headers,https://cdn.sparkfun.com/assets/a/e/7/e/b/RFM95_96_97_98W.pdf,HopeRF,https://shopee.ph/RFM95-RFM95W-SX1276-Wireless-Transceiver-Module-LoRaTM-Wireless-Transceiver-i.50110849.2563541660?sp_atk=9d0f54c6-795e-4b36-a819-95c43bce725f,
U2,uFL-SMA,antenna:uFLSMA,https://media.digikey.com/pdf/Data%20Sheets/Hirose%20PDFs/UFL%20Series.pdf,Hirose,https://www.digikey.ph/en/products/detail/hirose-electric-co-ltd/U.FL-R-SMT01/513010?fbclid=IwAR17erg7J5070xUcN9nfF0eomqn2qMAVYO5ygvdDI8ymVtTvtsdDv3QdbIE,
U3,ProMicro,promicro_library:ProMicro,,,https://shopee.ph/Pro-Micro-ATmega32U4-5V-16MHz-USB-Arduino-Compatible-i.20469516.225455828?https://shopee.ph/Pro-Micro-ATmega32U4-5V-16MHz-USB-Arduino-Compatible-i.20469516.225455828?https://shopee.ph/Pro-Micro-ATmega32U4-5V-16MHz-USB-Arduino-Compatible-i.20469516.225455828?sp_atk=cf9f5ce5-08d1-4ad0-94a2-566ca61744a8,
U4,AP2112K-3.3,Package_TO_SOT_SMD:SOT-23-5,https://www.diodes.com/assets/Datasheets/AP2112.pdf,Diodes Inc,https://shopee.ph/10pcs-lot-AP2112K-3.3TRG1-AP2112K-3.3-AP2112-3.3-AP2113K-AP2112-2112-SOT-23-5-3.3V-0.6A-In-Stock-i.357785223.7277314776?sp_atk=50e2cc3c-77c1-4e50-8931-df8043aac938,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2112K-3-3TRG1/4470746
,ProMicro connector,pin header female,,,https://shopee.ph/Female-15pcs-Single-Row-Female-Pin-Header-2.54-mm-Female-Pin-Header-Strip-i.92393770.1655164257,
,ProMicro connector,pin header male,,,https://shopee.ph/30pcs-Pin-Header-Single-Row-Male-Pin-Connector-2.54mm-40-Pin-i.92393770.1655169182?sp_atk=e3bc873d-687c-4cda-b568-2971022d850c,
